,Name,Age,Country,Role,Matches,Experience ( in Yrs),Runs,Strike_Rate,Wickets,Economy,Average,Team_Preference,Auction_Price_Simulated ( in Cr )
7528,Ankit Singh,32,West Indies,Bowler,70,4,1884,144.8,827,5.2,39.1,KKR,13.36
7529,Sandeep Deshmukh,27,India,Bowler,115,4,522,151.8,425,5.26,49.58,RR,9.86
7530,Rohan Chopra,19,Sri Lanka,Bowler,22,1,3692,136.5,844,7.73,33.24,KKR,14.53
7531,Irfan Sharma,39,Australia,Bowler,127,5,1051,134.8,514,5.07,54.33,MI,12.44
7532,Vikas Chopra,33,England,Batter,127,6,4394,147.9,10,8.19,31.52,CSK,9.4
7533,Vikas Mehta,40,India,Batter,95,6,4981,149.4,0,7.42,46.49,LSG,10.61
7534,Vikas Sharma,26,India,Bowler,149,5,2209,141.5,134,7.73,35.7,DC,7.34
7535,Amit Kulkarni,36,South Africa,Allrounder,209,8,1661,149.0,68,6.86,39.31,PBKS,8.41
7536,Sameer Reddy,41,Australia,Wicketkeeper,455,17,8620,110.3,0,0.0,35.25,GT,14.28
7537,Sandeep Iyer,28,India,Allrounder,253,9,5103,100.8,239,6.81,46.03,DC,11.13
7538,Ankit Singh,34,Australia,Wicketkeeper,259,12,4819,101.6,0,0.0,34.17,RR,9.36
7539,Karthik Singh,36,India,Wicketkeeper,167,6,5943,143.3,0,0.0,36.36,CSK,11.72
7540,Aditya Reddy,22,Australia,Bowler,84,3,1144,115.5,220,7.2,53.52,LSG,7.36
7541,Manoj Reddy,23,England,Batter,35,2,6127,97.3,3,6.73,50.53,CSK,7.88
7542,Aditya Verma,26,India,Batter,213,8,14475,108.9,7,8.63,54.47,RCB,18.54
7543,Sameer Naidu,39,India,Wicketkeeper,195,11,5396,125.1,0,0.0,53.29,LSG,14.22
7544,Nikhil Yadav,26,South Africa,Allrounder,21,1,4572,123.3,115,6.77,35.72,GT,9.3
7545,Sameer Naidu,42,England,Batter,146,8,6573,127.0,14,7.17,35.84,DC,10.49
7546,Sameer Naidu,24,South Africa,Allrounder,117,6,2011,110.6,487,5.13,27.46,LSG,11.18
7547,Ankit Chopra,42,West Indies,Wicketkeeper,418,23,9938,147.0,0,0.0,40.96,DC,16.2
7548,Sameer Shetty,31,India,Allrounder,134,6,7036,152.4,366,7.67,42.54,RR,15.32
7549,Pranav Sharma,35,Sri Lanka,Bowler,432,16,2089,113.7,408,7.73,26.52,KKR,15.49
7550,Pranav Shetty,34,India,Allrounder,120,4,6142,123.2,308,6.41,51.34,SRH,13.48
7551,Arjun Naidu,40,India,Wicketkeeper,184,7,2845,128.6,0,0.0,30.23,RR,11.96
7552,Ankit Reddy,32,India,Batter,134,6,8784,125.3,11,8.6,25.67,MI,10.41
7553,Sameer Verma,21,West Indies,Wicketkeeper,18,1,11714,129.6,0,0.0,51.9,PBKS,10.6
7554,Sameer Patel,34,England,Wicketkeeper,337,13,11146,145.6,0,0.0,40.54,MI,17.46
7555,Karthik Patel,37,Sri Lanka,Batter,19,1,12710,100.2,14,7.32,36.44,GT,11.07
7556,Sameer Reddy,18,India,Bowler,18,1,1458,116.6,856,6.86,28.24,GT,16.11
7557,Sandeep Sharma,30,India,Allrounder,68,3,6734,144.3,488,8.26,42.34,RR,13.84
7558,Nikhil Shetty,20,South Africa,Wicketkeeper,15,1,8124,103.2,0,0.0,25.07,LSG,6.75
7559,Harshit Iyer,26,West Indies,Allrounder,110,4,2527,132.0,416,5.36,24.04,RR,10.74
7560,Aditya Naidu,42,India,Allrounder,89,3,2573,154.6,381,7.95,32.82,MI,9.3
7561,Aditya Patel,25,Sri Lanka,Wicketkeeper,55,2,6537,122.2,0,0.0,44.91,CSK,7.98
7562,Ankit Mehta,22,India,Wicketkeeper,56,3,6433,151.2,0,0.0,51.29,RCB,13.13
7563,Arjun Mehta,19,India,Allrounder,25,1,4856,105.1,404,5.2,46.41,PBKS,12.64
7564,Karthik Iyer,26,India,Batter,101,4,13715,103.0,8,8.41,37.57,MI,14.9
7565,Harshit Patel,30,South Africa,Batter,108,4,14965,108.1,14,8.73,50.5,GT,12.66
7566,Arjun Malik,18,England,Wicketkeeper,15,1,7734,98.2,0,0.0,47.38,KKR,7.86
7567,Nikhil Yadav,27,West Indies,Allrounder,88,5,3321,113.9,88,7.16,45.23,MI,7.07
7568,Sameer Naidu,22,Sri Lanka,Allrounder,57,3,3596,151.0,461,7.74,32.87,CSK,12.23
7569,Pranav Malik,21,England,Allrounder,23,1,7172,131.2,43,7.4,38.38,CSK,7.55
7570,Rohan Shetty,32,India,Wicketkeeper,376,14,11618,148.4,0,0.0,20.11,LSG,16.59
7571,Pranav Mehta,39,India,Bowler,299,13,2245,127.3,786,5.07,26.24,SRH,18.94
7572,Rohan Khan,21,India,Batter,24,1,12057,133.9,0,9.18,36.73,DC,12.41
7573,Harshit Sharma,42,West Indies,Bowler,442,15,1024,122.1,826,7.1,39.55,LSG,20.0
7574,Ankit Chopra,29,India,Allrounder,210,11,2582,116.9,122,5.01,24.86,SRH,11.08
7575,Manoj Kulkarni,32,India,Wicketkeeper,204,12,11576,136.4,0,0.0,36.77,CSK,14.55
7576,Irfan Naidu,19,England,Wicketkeeper,20,1,9851,113.1,0,0.0,36.37,RCB,7.0
7577,Rohan Khan,36,England,Allrounder,120,7,7334,150.5,451,5.73,21.89,SRH,13.31
7578,Karthik Naidu,36,India,Wicketkeeper,32,2,2627,146.9,0,0.0,37.9,SRH,7.99
7579,Amit Reddy,42,Australia,Bowler,421,18,818,113.2,823,6.35,53.83,KKR,17.22
7580,Pranav Kulkarni,33,Australia,Batter,35,2,8434,130.3,14,6.99,54.77,GT,12.27
7581,Sandeep Shetty,41,Sri Lanka,Allrounder,241,12,4265,127.2,147,8.08,54.66,KKR,12.08
7582,Sandeep Verma,40,South Africa,Wicketkeeper,268,9,10850,137.1,0,0.0,27.3,GT,13.8
7583,Sandeep Khan,38,India,Bowler,148,7,107,115.1,268,5.54,32.04,DC,11.69
7584,Rohan Kulkarni,23,India,Wicketkeeper,72,4,6269,140.6,0,0.0,40.45,RR,12.14
7585,Irfan Patel,34,Sri Lanka,Wicketkeeper,137,9,8062,97.3,0,0.0,50.71,KKR,10.02
7586,Aditya Singh,34,India,Wicketkeeper,286,16,3851,112.8,0,0.0,54.9,RCB,11.96
7587,Aditya Khan,39,India,Bowler,471,21,50,151.4,729,7.63,48.39,CSK,20.0
7588,Sandeep Khan,22,India,Allrounder,37,2,7053,127.0,463,5.77,27.85,CSK,13.5
7589,Arjun Verma,35,India,Bowler,331,16,3422,131.7,113,4.99,21.43,DC,12.08
7590,Ankit Kulkarni,19,India,Batter,21,1,9601,150.1,12,9.39,33.33,RR,11.03
7591,Pranav Shetty,31,South Africa,Allrounder,236,10,5659,123.0,232,6.8,50.88,KKR,13.61
7592,Nikhil Patel,41,Sri Lanka,Allrounder,577,20,7191,111.7,488,7.41,35.64,PBKS,17.46
7593,Aditya Kulkarni,28,Australia,Bowler,55,2,1291,152.6,823,5.63,26.14,SRH,14.51
7594,Nikhil Reddy,28,Sri Lanka,Bowler,72,4,2013,147.8,402,4.34,51.38,LSG,12.59
7595,Arjun Yadav,36,West Indies,Bowler,289,10,2151,125.7,753,7.31,43.09,MI,15.02
7596,Manoj Reddy,30,India,Wicketkeeper,56,2,7405,128.8,0,0.0,22.43,KKR,8.61
7597,Nikhil Patel,23,England,Batter,108,5,14986,95.8,3,8.09,31.37,MI,11.98
7598,Rohan Mehta,30,Sri Lanka,Bowler,136,9,3097,113.2,444,7.54,52.89,LSG,11.98
7599,Rahul Khan,39,India,Batter,244,9,9082,113.9,8,6.88,41.99,SRH,14.21
7600,Rahul Iyer,33,Sri Lanka,Allrounder,192,7,6747,125.1,451,7.67,50.87,RR,13.56
7601,Karthik Singh,38,England,Batter,160,9,6281,150.3,7,6.14,26.87,KKR,10.17
7602,Sandeep Malik,26,India,Wicketkeeper,118,6,7447,148.1,0,0.0,34.03,PBKS,13.42
7603,Manoj Malik,39,India,Allrounder,471,20,7172,135.3,312,7.91,26.16,DC,16.67
7604,Irfan Sharma,22,Australia,Bowler,45,2,1642,109.7,117,7.49,28.54,PBKS,4.93
7605,Karthik Reddy,28,South Africa,Wicketkeeper,171,10,5248,143.9,0,0.0,23.71,DC,9.89
7606,Harshit Khan,26,Australia,Bowler,66,4,1279,125.2,471,4.84,49.07,SRH,9.96
7607,Nikhil Deshmukh,33,West Indies,Wicketkeeper,345,13,4953,103.8,0,0.0,39.17,KKR,10.89
7608,Irfan Mehta,29,Australia,Bowler,329,11,2438,146.6,309,6.7,52.74,MI,11.5
7609,Pranav Kulkarni,33,India,Allrounder,93,4,3340,134.2,83,7.75,35.18,RCB,9.55
7610,Aditya Reddy,42,South Africa,Batter,589,24,14302,137.6,8,6.39,54.75,GT,20.0
7611,Irfan Chopra,26,India,Wicketkeeper,136,8,2553,139.2,0,0.0,20.58,LSG,5.26
7612,Rahul Reddy,32,Australia,Batter,38,2,4878,131.9,4,7.74,44.14,PBKS,7.31
7613,Pranav Patel,30,Sri Lanka,Wicketkeeper,164,10,4366,138.2,0,0.0,39.53,GT,10.14
7614,Rohan Malik,28,England,Wicketkeeper,108,4,6954,108.4,0,0.0,52.98,CSK,12.18
7615,Aditya Khan,20,West Indies,Allrounder,25,1,6879,109.2,443,7.44,31.28,PBKS,8.94
7616,Rohan Iyer,21,India,Wicketkeeper,24,1,4646,150.3,0,0.0,51.06,RR,10.53
7617,Amit Verma,22,India,Allrounder,70,4,8337,97.3,125,6.42,21.7,DC,12.33
7618,Pranav Naidu,34,West Indies,Bowler,194,11,202,132.7,841,5.08,40.45,CSK,15.54
7619,Pranav Verma,25,India,Wicketkeeper,80,3,11781,133.0,0,0.0,45.1,KKR,14.81
7620,Rohan Kulkarni,21,India,Batter,23,1,9586,101.3,1,6.07,32.58,PBKS,9.37
7621,Arjun Kulkarni,42,Australia,Bowler,102,4,2681,99.5,663,4.59,42.43,DC,12.42
7622,Manoj Shetty,36,India,Bowler,391,15,1371,140.2,133,7.1,48.6,KKR,10.59
7623,Arjun Reddy,34,Sri Lanka,Batter,48,3,7399,139.1,4,8.33,29.51,RR,8.54
7624,Irfan Kulkarni,41,India,Allrounder,394,19,4139,106.0,182,8.48,27.51,LSG,17.08
7625,Rohan Iyer,39,India,Wicketkeeper,37,2,8396,112.3,0,0.0,54.14,GT,12.15
7626,Harshit Chopra,36,Sri Lanka,Allrounder,458,17,6603,142.7,379,8.46,42.02,GT,18.07
7627,Harshit Chopra,20,India,Allrounder,35,2,2159,153.2,116,6.82,44.35,SRH,10.02
7628,Amit Singh,25,India,Wicketkeeper,76,3,3193,151.7,0,0.0,31.08,PBKS,7.77
7629,Karthik Iyer,40,England,Bowler,230,13,1602,146.3,356,5.27,25.24,KKR,12.01
7630,Rahul Patel,40,West Indies,Wicketkeeper,206,7,11244,151.8,0,0.0,37.76,KKR,15.48
7631,Karthik Patel,33,India,Allrounder,23,1,5575,115.2,415,8.24,45.06,RR,10.42
7632,Amit Deshmukh,29,South Africa,Wicketkeeper,107,5,9247,124.0,0,0.0,41.94,CSK,12.89
7633,Nikhil Mehta,21,West Indies,Wicketkeeper,37,2,10897,125.3,0,0.0,53.85,SRH,12.63
7634,Aditya Sharma,38,South Africa,Wicketkeeper,288,12,10742,136.5,0,0.0,28.8,MI,16.73
7635,Karthik Shetty,28,West Indies,Wicketkeeper,220,9,6281,149.6,0,0.0,30.29,LSG,11.69
7636,Nikhil Naidu,41,India,Allrounder,101,5,1837,101.1,156,6.3,51.5,DC,8.13
7637,Irfan Mehta,38,India,Batter,227,13,9194,110.5,0,7.0,52.21,PBKS,14.27
7638,Rahul Kulkarni,25,Sri Lanka,Wicketkeeper,187,7,7175,143.3,0,0.0,24.94,DC,13.18
7639,Arjun Yadav,22,West Indies,Wicketkeeper,30,2,6081,141.2,0,0.0,51.96,LSG,7.47
7640,Rahul Chopra,32,England,Wicketkeeper,47,2,11421,99.7,0,0.0,48.88,RR,8.72
7641,Manoj Shetty,18,India,Allrounder,16,1,3558,135.2,468,6.92,37.25,MI,11.47
7642,Ankit Reddy,31,South Africa,Allrounder,139,6,3311,97.0,393,7.44,46.69,DC,10.27
7643,Manoj Yadav,30,India,Bowler,233,12,3753,122.3,713,4.13,25.28,GT,18.36
7644,Vikas Malik,22,Australia,Bowler,60,2,3094,113.8,267,7.13,35.89,CSK,8.03
7645,Karthik Mehta,21,West Indies,Bowler,20,1,3701,141.4,111,5.63,36.84,PBKS,4.76
7646,Nikhil Deshmukh,27,Sri Lanka,Wicketkeeper,146,9,4015,142.3,0,0.0,22.57,KKR,7.31
7647,Ankit Shetty,23,India,Bowler,53,2,2024,128.1,724,4.73,53.15,LSG,17.55
7648,Nikhil Sharma,33,India,Allrounder,333,12,2563,97.6,341,5.26,25.48,MI,12.93
7649,Nikhil Iyer,39,India,Bowler,419,20,856,118.9,534,6.44,48.89,CSK,15.95
7650,Sameer Naidu,18,India,Allrounder,25,1,1904,106.8,410,5.25,30.5,SRH,11.39
7651,Nikhil Kulkarni,33,India,Allrounder,237,12,6447,136.1,119,7.19,24.35,MI,12.82
7652,Irfan Reddy,35,South Africa,Bowler,114,5,2552,115.5,325,7.59,44.96,PBKS,8.16
7653,Arjun Yadav,35,India,Wicketkeeper,145,5,2727,126.5,0,0.0,27.8,MI,9.66
7654,Vikas Chopra,40,India,Bowler,28,1,3070,144.1,546,7.22,33.86,KKR,12.27
7655,Rahul Verma,41,Australia,Wicketkeeper,168,7,9283,130.3,0,0.0,29.02,CSK,11.12
7656,Sameer Khan,20,India,Allrounder,58,2,6985,113.5,408,7.41,49.54,RR,14.35
7657,Arjun Patel,28,India,Batter,236,9,14459,95.9,9,6.76,29.4,MI,13.81
7658,Sandeep Khan,39,India,Bowler,137,5,3044,125.5,596,4.73,27.13,KKR,15.19
7659,Pranav Kulkarni,36,India,Bowler,181,11,3713,109.5,893,6.9,44.74,RCB,17.19
7660,Karthik Iyer,19,India,Batter,19,1,13713,154.2,15,8.02,55.0,KKR,17.45
7661,Harshit Sharma,27,Australia,Bowler,154,8,506,140.6,86,7.3,33.53,MI,6.68
7662,Harshit Verma,34,India,Allrounder,148,7,3532,152.4,288,7.64,20.82,SRH,11.24
7663,Nikhil Shetty,27,India,Allrounder,76,3,5605,108.1,209,6.88,39.53,SRH,11.84
7664,Aditya Naidu,35,India,Wicketkeeper,190,9,4639,123.0,0,0.0,40.15,CSK,12.55
7665,Amit Mehta,34,England,Batter,161,7,4122,152.6,2,7.93,39.33,MI,10.88
7666,Aditya Mehta,18,India,Bowler,22,1,3970,114.2,397,7.22,35.33,LSG,7.92
7667,Irfan Verma,20,England,Bowler,16,1,1319,111.7,701,5.79,33.29,RCB,11.32
7668,Rahul Sharma,39,India,Bowler,303,13,3438,129.8,653,6.27,42.28,RR,16.98
7669,Arjun Naidu,27,South Africa,Batter,144,5,13010,113.9,13,7.23,41.41,LSG,13.89
7670,Pranav Chopra,20,India,Wicketkeeper,48,2,9332,103.0,0,0.0,28.86,LSG,11.36
7671,Sandeep Shetty,22,Sri Lanka,Allrounder,26,1,7997,99.4,403,5.15,28.52,PBKS,8.43
7672,Rahul Deshmukh,35,India,Batter,48,3,14835,109.7,0,6.07,42.92,SRH,15.23
7673,Sameer Mehta,34,India,Allrounder,81,5,4669,121.2,216,5.21,51.96,RCB,11.59
7674,Manoj Chopra,21,England,Wicketkeeper,18,1,7742,142.5,0,0.0,30.69,RCB,8.34
7675,Rohan Mehta,22,India,Batter,26,1,7494,114.8,13,9.24,22.54,RR,8.17
7676,Irfan Sharma,36,Australia,Allrounder,25,1,6891,147.2,84,8.48,36.31,GT,8.15
7677,Sameer Verma,33,India,Batter,252,12,10853,135.3,6,8.33,26.81,RCB,11.47
7678,Ankit Khan,18,South Africa,Wicketkeeper,22,1,5138,107.0,0,0.0,36.44,RCB,5.94
7679,Rohan Patel,23,India,Allrounder,99,5,4134,95.6,322,8.19,47.39,KKR,10.05
7680,Pranav Khan,38,India,Bowler,36,2,1967,123.7,846,4.22,42.33,MI,16.87
7681,Sandeep Yadav,33,England,Batter,19,1,6249,98.5,10,8.4,34.65,KKR,5.93
7682,Karthik Verma,18,England,Bowler,30,1,3675,99.0,134,6.22,24.73,MI,4.72
7683,Arjun Reddy,34,Australia,Bowler,117,7,1558,126.3,182,6.52,25.66,CSK,9.07
7684,Irfan Verma,27,Australia,Allrounder,97,4,8954,149.8,97,6.87,20.55,KKR,12.01
7685,Irfan Verma,40,England,Bowler,546,21,2986,99.4,373,6.44,20.23,DC,16.17
7686,Aditya Yadav,38,India,Allrounder,224,14,3730,120.4,458,5.53,48.08,KKR,14.78
7687,Pranav Kulkarni,18,West Indies,Batter,17,1,11206,132.5,3,6.99,34.39,DC,11.61
7688,Vikas Singh,29,South Africa,Allrounder,197,11,6434,125.9,117,5.82,47.91,CSK,12.17
7689,Aditya Deshmukh,29,Australia,Batter,151,9,12329,145.8,8,8.91,31.85,PBKS,14.56
7690,Sameer Yadav,42,India,Wicketkeeper,128,8,5386,142.6,0,0.0,27.43,KKR,11.34
7691,Aditya Malik,37,England,Wicketkeeper,156,7,11534,139.3,0,0.0,53.19,DC,13.56
7692,Sameer Iyer,28,West Indies,Bowler,15,1,1532,121.4,274,4.05,42.67,CSK,10.06
7693,Irfan Kulkarni,35,India,Wicketkeeper,265,10,8555,137.1,0,0.0,26.16,PBKS,14.15
7694,Harshit Deshmukh,20,South Africa,Bowler,25,1,311,131.9,639,7.69,25.75,SRH,11.02
7695,Sameer Mehta,24,Australia,Allrounder,145,6,2428,142.0,362,5.07,22.79,MI,13.08
7696,Aditya Verma,23,Sri Lanka,Batter,22,1,7498,129.5,0,6.49,41.12,CSK,10.56
7697,Harshit Patel,18,India,Wicketkeeper,18,1,3010,136.2,0,0.0,33.77,RR,6.23
7698,Irfan Khan,35,India,Batter,159,8,12942,153.5,13,8.71,29.49,LSG,16.9
7699,Ankit Singh,24,India,Batter,57,2,13103,150.7,14,8.46,44.02,KKR,16.55
7700,Karthik Singh,28,West Indies,Batter,84,4,4639,108.4,5,8.38,38.73,RCB,8.91
7701,Amit Khan,39,India,Allrounder,107,6,4062,137.0,333,6.97,54.89,CSK,11.25
7702,Irfan Chopra,24,West Indies,Allrounder,74,4,4315,98.9,59,5.12,22.73,MI,7.04
7703,Sandeep Chopra,38,Australia,Bowler,30,2,3998,103.2,767,6.82,41.79,LSG,13.77
7704,Pranav Naidu,34,Australia,Allrounder,462,16,2617,122.4,157,6.14,27.55,GT,12.61
7705,Aditya Malik,29,South Africa,Batter,39,2,5969,130.2,3,9.03,53.06,RCB,9.08
7706,Irfan Chopra,38,Australia,Bowler,168,10,1587,102.4,819,6.18,25.98,GT,17.41
7707,Sameer Verma,25,Sri Lanka,Allrounder,173,6,6345,138.5,135,8.46,21.72,LSG,10.26
7708,Nikhil Shetty,33,India,Wicketkeeper,166,11,8167,137.2,0,0.0,34.43,KKR,12.88
7709,Aditya Kulkarni,29,India,Allrounder,55,2,3556,104.2,456,6.08,49.4,LSG,11.15
7710,Amit Verma,29,Australia,Bowler,99,4,1115,112.4,648,4.24,30.72,KKR,14.02
7711,Aditya Reddy,21,Sri Lanka,Bowler,39,2,1192,125.5,305,4.61,20.41,GT,6.53
7712,Sameer Yadav,25,Australia,Wicketkeeper,170,6,2685,113.1,0,0.0,52.68,MI,8.61
7713,Amit Sharma,22,India,Bowler,15,1,909,116.6,701,5.18,36.56,GT,14.14
7714,Pranav Verma,20,Sri Lanka,Batter,26,1,9122,143.5,14,7.97,26.66,CSK,11.5
7715,Rahul Malik,35,India,Bowler,274,14,2072,140.5,392,7.31,45.29,RR,14.17
7716,Amit Singh,41,Australia,Bowler,216,10,3814,96.3,850,4.33,40.79,KKR,16.54
7717,Sameer Singh,38,West Indies,Allrounder,277,16,8835,130.1,157,8.02,27.46,CSK,14.71
7718,Sameer Reddy,35,India,Batter,133,5,13697,137.0,2,6.32,45.26,MI,16.07
7719,Karthik Yadav,36,Sri Lanka,Batter,196,11,8039,96.7,12,6.6,34.29,RCB,9.28
7720,Rohan Iyer,25,Australia,Allrounder,72,3,8174,137.4,306,7.04,48.35,GT,11.83
7721,Sandeep Sharma,31,India,Wicketkeeper,72,4,11106,131.6,0,0.0,23.88,KKR,14.73
7722,Harshit Iyer,25,India,Bowler,144,7,2496,154.1,347,6.59,51.7,LSG,11.65
7723,Aditya Verma,25,India,Wicketkeeper,42,2,8276,147.3,0,0.0,30.58,CSK,11.82
7724,Nikhil Iyer,28,England,Allrounder,147,9,2855,146.1,160,7.63,43.74,SRH,12.57
7725,Amit Chopra,41,West Indies,Batter,165,8,13612,152.2,8,6.88,35.78,MI,13.7
7726,Irfan Singh,41,Australia,Batter,390,18,13803,101.6,5,6.45,42.66,MI,15.77
7727,Pranav Shetty,33,India,Wicketkeeper,97,4,11891,121.3,0,0.0,23.31,SRH,11.22
7728,Rahul Chopra,26,India,Wicketkeeper,93,5,7352,139.4,0,0.0,47.98,MI,13.18
7729,Sandeep Khan,42,Australia,Wicketkeeper,43,2,4055,138.5,0,0.0,27.08,MI,7.2
7730,Rohan Naidu,25,India,Allrounder,45,2,1981,95.6,126,7.41,30.68,KKR,9.72
7731,Ankit Shetty,42,India,Allrounder,239,11,6663,145.1,321,6.4,33.66,RR,15.19
7732,Irfan Khan,21,Sri Lanka,Batter,44,2,13881,116.1,3,6.04,37.46,DC,12.2
7733,Sameer Verma,35,India,Wicketkeeper,34,2,5588,151.9,0,0.0,52.94,PBKS,11.21
7734,Ankit Iyer,37,England,Wicketkeeper,389,14,4221,105.9,0,0.0,26.48,GT,11.23
7735,Nikhil Sharma,38,India,Batter,249,9,7556,142.3,10,6.57,20.21,GT,11.16
7736,Ankit Reddy,39,India,Allrounder,320,15,1645,127.3,289,5.45,28.66,DC,17.3
7737,Karthik Malik,31,South Africa,Bowler,78,4,3468,116.6,872,4.35,29.6,KKR,16.78
7738,Karthik Patel,24,India,Bowler,63,3,1614,153.8,329,5.94,24.35,RCB,10.18
7739,Pranav Malik,19,England,Batter,21,1,3339,150.9,8,7.3,50.69,CSK,8.62
7740,Vikas Iyer,23,India,Wicketkeeper,81,5,5401,118.7,0,0.0,44.46,KKR,11.33
7741,Karthik Verma,30,Australia,Allrounder,177,6,3885,137.8,348,5.31,54.05,LSG,12.79
7742,Karthik Yadav,24,India,Wicketkeeper,66,4,9054,127.2,0,0.0,37.45,DC,11.47
7743,Amit Iyer,18,Sri Lanka,Allrounder,23,1,7893,133.0,41,5.66,40.67,GT,9.67
7744,Rohan Khan,37,South Africa,Bowler,140,7,1947,96.6,888,6.48,39.21,PBKS,16.18
7745,Vikas Mehta,37,South Africa,Allrounder,125,7,8056,107.5,93,7.08,27.29,DC,8.77
7746,Sandeep Deshmukh,41,India,Allrounder,270,11,5223,137.7,472,5.97,41.22,RR,17.72
7747,Aditya Naidu,20,India,Wicketkeeper,21,1,9563,145.7,0,0.0,30.35,CSK,12.15
7748,Manoj Naidu,20,India,Wicketkeeper,19,1,4471,149.7,0,0.0,46.03,KKR,10.76
7749,Pranav Shetty,40,England,Wicketkeeper,616,21,7037,118.7,0,0.0,23.33,LSG,17.53
7750,Karthik Naidu,20,India,Allrounder,54,2,3794,152.4,214,5.9,30.86,RCB,10.8
7751,Aditya Shetty,25,Sri Lanka,Wicketkeeper,49,2,4158,114.8,0,0.0,26.64,RR,7.28
7752,Karthik Reddy,40,Australia,Bowler,272,14,2357,111.5,499,7.07,31.56,RCB,13.77
7753,Vikas Sharma,39,Sri Lanka,Wicketkeeper,48,2,11194,119.9,0,0.0,35.18,CSK,9.91
7754,Pranav Shetty,23,India,Bowler,45,2,2048,125.2,582,5.56,48.51,GT,12.91
7755,Irfan Reddy,42,India,Allrounder,114,7,2388,142.9,297,7.87,23.54,KKR,10.81
7756,Aditya Reddy,32,South Africa,Batter,269,9,10820,102.2,14,8.8,24.37,RCB,11.63
7757,Sameer Sharma,25,Sri Lanka,Batter,58,3,7896,144.2,9,9.32,39.33,DC,13.43
7758,Harshit Sharma,42,Australia,Allrounder,324,14,6551,154.4,386,8.06,41.37,CSK,13.41
7759,Nikhil Yadav,26,India,Bowler,169,8,3502,140.3,501,6.33,28.12,RR,12.14
7760,Nikhil Khan,22,South Africa,Wicketkeeper,27,1,6306,105.0,0,0.0,46.59,RCB,9.66
7761,Karthik Malik,38,India,Wicketkeeper,369,14,8646,115.7,0,0.0,24.73,RR,15.75
7762,Sandeep Naidu,30,South Africa,Allrounder,60,4,1651,116.5,444,6.1,53.78,KKR,9.45
7763,Amit Verma,32,West Indies,Allrounder,125,6,2435,126.9,403,7.44,53.91,CSK,12.02
7764,Harshit Chopra,24,India,Bowler,87,5,271,125.7,550,7.43,51.7,PBKS,13.99
7765,Amit Shetty,28,India,Bowler,76,3,1979,108.8,736,5.54,28.14,LSG,15.14
7766,Rahul Khan,36,India,Wicketkeeper,446,17,9287,134.7,0,0.0,37.54,GT,20.0
7767,Manoj Verma,40,India,Wicketkeeper,80,3,2560,134.5,0,0.0,44.01,CSK,6.75
7768,Sandeep Khan,22,Australia,Bowler,24,1,3444,98.2,477,4.08,38.64,RCB,11.26
7769,Ankit Patel,31,England,Wicketkeeper,47,2,9592,106.5,0,0.0,42.14,LSG,11.61
7770,Irfan Reddy,30,Sri Lanka,Bowler,209,7,214,130.1,385,6.1,30.59,DC,12.03
7771,Vikas Shetty,24,India,Bowler,100,5,3969,144.8,769,6.43,54.93,PBKS,15.72
7772,Amit Mehta,41,India,Allrounder,350,17,7843,128.4,242,7.93,26.77,PBKS,15.23
7773,Manoj Shetty,37,West Indies,Wicketkeeper,68,3,9836,135.9,0,0.0,52.82,SRH,12.39
7774,Karthik Yadav,32,West Indies,Bowler,108,5,3896,110.4,136,4.81,25.22,DC,8.4
7775,Aditya Malik,39,Australia,Batter,344,15,5528,119.4,1,8.58,22.19,DC,11.95
7776,Manoj Verma,42,England,Bowler,372,20,2405,128.5,502,7.32,31.59,RR,15.67
7777,Sameer Naidu,32,West Indies,Allrounder,334,12,8388,112.4,79,6.2,35.94,MI,12.17
7778,Arjun Sharma,40,India,Wicketkeeper,392,14,4375,115.2,0,0.0,39.18,LSG,13.05
7779,Sameer Patel,41,Sri Lanka,Batter,45,2,9581,135.5,12,8.71,30.31,LSG,8.92
7780,Sandeep Iyer,39,India,Batter,50,2,7095,145.4,13,7.85,22.39,CSK,9.71
7781,Arjun Iyer,27,India,Bowler,66,3,1308,128.4,265,4.3,42.37,RCB,11.36
7782,Rahul Iyer,22,England,Allrounder,27,1,3023,139.7,364,5.74,42.62,SRH,10.13
7783,Aditya Khan,38,India,Bowler,83,4,1056,105.1,742,7.51,46.3,CSK,17.01
7784,Rahul Khan,18,South Africa,Batter,25,1,7275,128.9,11,6.29,39.32,KKR,9.06
7785,Rahul Naidu,23,England,Allrounder,71,3,7369,145.7,354,6.36,20.15,RR,11.59
7786,Rohan Malik,35,England,Wicketkeeper,123,8,5395,126.2,0,0.0,27.6,PBKS,9.37
7787,Ankit Kulkarni,31,India,Wicketkeeper,48,3,5639,139.6,0,0.0,21.51,LSG,9.11
7788,Aditya Yadav,40,South Africa,Allrounder,66,4,3952,145.3,161,7.91,49.15,CSK,8.87
7789,Arjun Mehta,23,Australia,Allrounder,132,5,1820,132.8,347,5.53,20.5,PBKS,11.62
7790,Manoj Mehta,39,West Indies,Batter,343,19,12043,138.4,4,8.97,38.59,PBKS,17.31
7791,Rahul Sharma,25,Australia,Wicketkeeper,179,7,3464,138.8,0,0.0,23.3,SRH,8.19
7792,Vikas Kulkarni,33,Australia,Batter,43,2,11854,112.5,1,7.85,54.04,RR,11.06
